# CPM = count / (column sum over ALL genes in the merged Salmon gene-count table) * 1e6; source table = <project>/results/trail1/star_salmon/salmon.merged.gene_counts.tsv
trial	sample	cell_type	n_cells	prep_status	library_total_counts	tissue_verdict	moe_panel_max_cpm	vno_panel_max_cpm	tissue_floor_cpm	tissue_reason	Trpc2_cpm	Vmn1r_sum_cpm	Vmn2r_sum_cpm	Olfr_sum_cpm	Adcy3_cpm	Cnga2_cpm	Gnal_cpm	Omp_cpm	Gnai2_cpm	Gnao1_cpm	Actb_cpm	Actg1_cpm	Acta1_cpm	Acta2_cpm	Actc1_cpm	Actg2_cpm	actin_sum_cpm	Trpc2_reads	Gnai2_reads	Gnao1_reads	trpc2_exact_zero	gnai2_gnao1_ratio	gnai2_gnao1_ratio_str	ratio_low_support	ratio_support_reads	sort_verdict	sort_reason	population_call	population_note	library_status	library_reason	suppress_biology	Vmn1r_n_genes	Vmn2r_n_genes	Olfr_n_genes
trial1	pool100cells_S8	target	100	suspect_failed_prep	60744.001999999986	MOE	48729.09098086755	0.0	100.0	MAIN OLFACTORY panel 48729.1 CPM at/above floor with VNO-specific panel 0.0 below it -- wrong tissue	0.0	0.0	0.0	48729.09098086755	16.46253073677958	0.0	16.46253073677958	32.92506147355916	0.0	0.0	8583.547063626136	3530.076928418382	26907.858326489593	530.1428773165129	246.7568732135891	82.31265368389789	39880.69472274811	0.0	0.0	0.0	True		undetermined	True	0.0	FAIL_WRONG_TISSUE	tissue identity is MOE: the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. Trpc2 = 0.00 CPM here is the EXPECTED value for main olfactory epithelium, so Rule 1 does not apply -- this is not a failed VNO sort but the wrong tissue. Note Omp cannot distinguish the two tissues (it marks mature olfactory neurons of both). No VR biology is reportable; the fix is wet-lab (dissection / sort gate), NOT re-quantification.	undetermined	both Gnai2 and Gnao1 are 0 CPM -- no population signal	DEGENERATE	only 60,744 counts assigned across all genes (< 1,000,000): CPM values are ratios of a near-empty library and carry no information, however large they look (actin sum reads 39,881 CPM here). Biology suppressed.	True	317	220	1257
trial1	pool2cellsRep1_S5	target	2	suspect_degraded	14584009.99600001	no_tissue_signal	0.8228189642828871	5.142618526768044	100.0	both panels below the 100 CPM floor (MOE max 0.8, VNO-specific max 5.1): this library carries no tissue information either way -- not evidence of the wrong tissue	0.0	0.13713649404714784	5.142618526768044	0.8228189642828871	0.0	0.06856824702357392	0.0	0.06856824702357392	0.0	0.0	917.3743026554073	0.13713649404714784	0.0	0.06856824702357392	0.0	0.0	917.580007396478	0.0	0.0	0.0	True		undetermined	True	0.0	FAIL	target Trpc2 0.00 CPM <= 100; no VNO-neuron signal	undetermined	both Gnai2 and Gnao1 are 0 CPM -- no population signal	OK	actin sum 917.6 CPM >= 100	False	317	220	1257
trial1	pool2cellsRep2_S6	target	2	borderline	13789654.001000006	MOE	319.58742399776025	2.24806220647392	100.0	MAIN OLFACTORY panel 319.6 CPM at/above floor with VNO-specific panel 2.2 below it -- wrong tissue	0.0	2.24806220647392	1.232808306776021	67.29682992283222	0.14503627138541425	0.0	319.58742399776025	863.6909961001418	0.14503627138541425	2.1030259350885063	0.3625906784635356	7.831958654812368	0.07251813569270713	0.0	0.0	0.0	8.26706746896861	0.0	2.0	29.0	True	0.06896551724137932	0.1:1	False	29.0	FAIL_WRONG_TISSUE	tissue identity is MOE: the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. Trpc2 = 0.00 CPM here is the EXPECTED value for main olfactory epithelium, so Rule 1 does not apply -- this is not a failed VNO sort but the wrong tissue. Note Omp cannot distinguish the two tissues (it marks mature olfactory neurons of both). No VR biology is reportable; the fix is wet-lab (dissection / sort gate), NOT re-quantification.	V2R_dominant	Gnai2:Gnao1 = 0.07 (thresholds >2 V1R, <0.5 V2R)	FAILED	target sample with actin sum 8.3 CPM < 100 AND Trpc2 0.00 CPM < 10: empty/failed library, no biology may be reported	True	317	220	1257
trial1	pool2cellsRep3_S7	target	2	ok	8584543.005000012	MOE	4276.7951629592835	0.11648843734809837	100.0	MAIN OLFACTORY panel 4276.8 CPM at/above floor with VNO-specific panel 0.1 below it -- wrong tissue	0.0	0.11648843734809837	0.0	1112.8140419863835	2374.5014717880103	585.3543976741943	4276.7951629592835	4027.587721310501	0.0	58.71017242344158	215.4236980259612	455.37054188244406	0.0	0.0	0.0	0.0	670.7942399084052	0.0	0.0	504.0	True	0.0	0.0:1	False	504.0	FAIL_WRONG_TISSUE	tissue identity is MOE: the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. Trpc2 = 0.00 CPM here is the EXPECTED value for main olfactory epithelium, so Rule 1 does not apply -- this is not a failed VNO sort but the wrong tissue. Note Omp cannot distinguish the two tissues (it marks mature olfactory neurons of both). No VR biology is reportable; the fix is wet-lab (dissection / sort gate), NOT re-quantification.	V2R_dominant	Gnai2:Gnao1 = 0.00 (thresholds >2 V1R, <0.5 V2R)	OK	actin sum 670.8 CPM >= 100	False	317	220	1257
