trial	sample	cell_type	n_cells	prep_status	platform	input_reads	avg_input_read_length	uniquely_mapped_reads	pct_uniquely_mapped	avg_mapped_length	pct_mismatch_rate	n_multi_loci	pct_multi_loci	n_too_many_loci	pct_too_many_loci	dominant_multimap_channel	multimap_channel_ratio	pct_unmapped_too_short	pct_unmapped_other	bias_5p3p	bias_5p	bias_3p	pct_exonic	pct_intronic	pct_intergenic	reads_aligned_to_genes	secondary_alignments	non_unique_alignments	pct_duplication	dupradar_intercept	pct_proper_pairs	samtools_error_rate	pct_gc	pct_adapter_trimmed	tech_flags	tech_verdict	star_log_found	qualimap_found	multiqc_found	n_splices_total	pct_unmapped_mismatches	pct_chimeric	reads_aligned_left	read_pairs_aligned	total_alignments	ambiguous_alignments	no_feature_assigned	n_exonic	n_intronic	n_intergenic	pct_overlapping_exon	n_overlapping_exon	reads_at_junctions	pct_reads_mq0	non_primary_alignments	raw_total_sequences	mqc_star_multimapped	mqc_pct_uniquely_mapped	mqc_bias_5p3p
trial1	pool100cells_S8	target	100	suspect_failed_prep	Illumina	20572358.0	143.0	1203099.0	5.85	123.85	1.39	342433.0	1.66	62045.0	0.3	multiple_loci_retained	5.533333333333333	92.06	0.13		0.0	0.0	4.04	51.68	44.28	97075.0	2476857.0	3160425.0	75.8954	0.148373182412936	11.127861370374822	1.479735	46.0	5.845683091282826	low_unique_mapping(5.85<50);high_unmapped_short(92.06>40);low_exonic(4.04<40);high_intergenic(44.28>30)	FAIL	True	True	True	409160.0	0.0	0.0	1545503.0	1543694.0	5566083.0	1106.0	2307477.0	97075.0	1242641.0	1064836.0	1.08	25974.0	409160.0	6.0366900964837145	2.476857	3.089226	0.342433	5.85	
trial1	pool2cellsRep1_S5	target	2	suspect_degraded	Illumina	23792356.0	144.0	8636629.0	36.3	141.39	0.3	8648052.0	36.35	57485.0	0.24	multiple_loci_retained	151.45833333333334	26.96	0.15	548.06	0.0	0.0	83.98	7.51	8.51	14349260.0	20567814.0	37858868.0	89.1692	0.16069815493444	4.882503587315331	0.3012901	42.0	5.624813454202709	low_unique_mapping(36.3<50);bias_5p_skew(548.06>2)	FAIL	True	True	True	2625181.0	0.0	0.0	17282482.0	17277869.0	55130364.0	183987.0	2738249.0	14349260.0	1283861.0	1454388.0	1.9	324344.0	2625181.0	0.7928639524572116	20.567814	34.56255	8.648052	36.3	548.06
trial1	pool2cellsRep2_S6	target	2	borderline	Illumina	31870881.0	145.0	22943740.0	71.99	140.48	0.39	4430783.0	13.9	63732.0	0.2	multiple_loci_retained	69.5	13.16	0.75	7.49	0.0	0.01	45.08	29.57	25.35	20494153.0	17683149.0	26541956.0	61.795	0.25213023673923	26.83597002578398	0.44796769999999997	48.5	4.561310052900124	bias_5p_skew(7.49>2)	WARN	True	True	True	4356103.0	0.0	0.0	27373514.0	27364439.0	72422111.0	417269.0	24968733.0	20494153.0	13443179.0	11525554.0	2.72	1235059.0	4356103.0	1.3397513822056033	17.683149	54.738962	4.430783	71.99	7.49
trial1	pool2cellsRep3_S7	target	2	ok	Illumina	24964994.0	149.0	10746462.0	43.05	148.02	0.29	1058207.0	4.24	7789.0	0.03	multiple_loci_retained	141.33333333333334	52.46	0.23	1.24	0.66	0.62	71.91	21.24	6.84	15124229.0	3383933.0	5499899.0	37.9934	0.0886737383259091	50.918250432758086	0.37365950000000003	47.0	2.151692378903884	low_unique_mapping(43.05<50);high_unmapped_short(52.46>40)	FAIL	True	True	True	3882251.0	0.0	0.0	11804352.0	11800495.0	26989097.0	457428.0	5907541.0	15124229.0	4468095.0	1439446.0	2.18	458835.0	3882251.0	0.6704338084666558	3.383933	23.605164	1.058207	43.05	1.24
