trial	sample	cell_type	n_cells	prep_status	platform	input_reads	avg_input_read_length	uniquely_mapped_reads	pct_uniquely_mapped	avg_mapped_length	pct_mismatch_rate	n_multi_loci	pct_multi_loci	n_too_many_loci	pct_too_many_loci	dominant_multimap_channel	multimap_channel_ratio	pct_unmapped_too_short	pct_unmapped_other	bias_5p3p	bias_5p	bias_3p	pct_exonic	pct_intronic	pct_intergenic	reads_aligned_to_genes	secondary_alignments	non_unique_alignments	pct_duplication	dupradar_intercept	pct_proper_pairs	samtools_error_rate	pct_gc	pct_adapter_trimmed	tech_flags	tech_verdict	star_log_found	qualimap_found	multiqc_found	n_splices_total	pct_unmapped_mismatches	pct_chimeric	reads_aligned_left	read_pairs_aligned	total_alignments	ambiguous_alignments	no_feature_assigned	n_exonic	n_intronic	n_intergenic	pct_overlapping_exon	n_overlapping_exon	reads_at_junctions	pct_reads_mq0	non_primary_alignments	raw_total_sequences	mqc_star_multimapped	mqc_pct_uniquely_mapped	mqc_bias_5p3p
trial2	nontarget100cells_S8	nontarget	100	ok	Element AVITI	32198415.0	149.0	26018860.0	80.81	148.57	0.21	3688002.0	11.45	23380.0	0.07	multiple_loci_retained	163.57142857142856	7.51	0.15	1.12	0.74	0.66	83.82	13.47	2.71	42784461.0	10871960.0	18247541.0	50.4024	0.0745379588628524	38.72045828621814	0.2370689	50.0	1.9234690981833011		PASS	True	True	True	15177816.0	0.0	0.0	29706525.0	29704592.0	70283414.0	994219.0	8257193.0	42784461.0	6872881.0	1384312.0	2.2	1125431.0	15177816.0	0.6254147558819214	10.87196	59.411454	3.688002	80.81	1.12
trial2	target100cellsRep1_S6	target	100	ok	Element AVITI	18128668.0	149.0	15980077.0	88.15	149.2	0.21	1979220.0	10.92	22158.0	0.12	multiple_loci_retained	91.0	0.69	0.12	1.17	0.75	0.66	85.58	9.39	5.03	26837805.0	6478264.0	10436379.0	31.2971	0.0814263464675022	54.08274501612153	0.23132589999999997	50.0	1.4607351883454367		PASS	True	True	True	9179956.0	0.0	0.0	17959029.0	17957935.0	42395496.0	599176.0	4522136.0	26837805.0	2944162.0	1577974.0	1.75	547574.0	9179956.0	0.8389148696091057	6.478263999999999	35.917232	1.97922	88.15	1.17
trial2	target100cellsRep2_S7	target	100	ok	Element AVITI	29644701.0	149.0	26838005.0	90.53	149.4	0.21	2533053.0	8.54	41055.0	0.14	multiple_loci_retained	60.999999999999986	0.66	0.13	1.18	0.76	0.65	86.2	9.01	4.8	45380208.0	9073051.0	14138840.0	36.3463	0.113279166109356	51.7994871197453	0.23504580000000003	50.0	1.3586764981396753		PASS	True	True	True	15773580.0	0.0	0.0	29370762.0	29368991.0	67813100.0	1027647.0	7266405.0	45380208.0	4741939.0	2524466.0	1.74	917634.0	15773580.0	0.8011586779575209	9.073051	58.740049	2.5330529999999998	90.53	1.18
trial2	target2cellsRep1_S3	target	2	ok	Element AVITI	20136590.0	149.0	17863653.0	88.71	148.85	0.23	1523894.0	7.57	14585.0	0.07	multiple_loci_retained	108.14285714285714	3.5	0.14	1.2	0.8	0.65	90.48	5.62	3.9	31574693.0	6294729.0	9342333.0	35.232200000000006	0.0468053725989018	52.03551010045583	0.2521479	51.0	1.6464785070101315		PASS	True	True	True	11280374.0	0.0	0.0	19387282.0	19385690.0	45067966.0	830543.0	3320397.0	31574693.0	1960416.0	1359981.0	1.61	560909.0	11280374.0	1.1851834810696873	6.294728999999999	38.773237	1.5238939999999999	88.71	1.2
trial2	target2cellsRep2_S4	target	2	suspect_failed_prep	Element AVITI	32518368.0	146.0	6537959.0	20.11	145.61	0.24	7386399.0	22.71	37701.0	0.12	multiple_loci_retained	189.25	56.02	1.04	2.01	0.18	0.32	92.54	4.02	3.44	12018265.0	16478546.0	31247737.0	86.4246	0.0546823184209719	6.189046796366558	0.22334920000000003	47.0	3.7986876423783995	low_unique_mapping(20.11<50);high_unmapped_short(56.02>40);bias_5p_skew(2.01>2)	FAIL	True	True	True	2095499.0	0.0	0.0	13922721.0	13920238.0	44323142.0	88447.0	968693.0	12018265.0	522405.0	446288.0	1.67	217440.0	2095499.0	0.51668553567809	16.478545999999998	27.844596	7.386399	20.11	2.01
trial2	target2cellsRep3_S5	target	2	suspect_failed_prep	Element AVITI	25971612.0	146.0	4534095.0	17.46	144.04	0.24	4748262.0	18.28	4338.0	0.02	multiple_loci_retained	914.0	64.21	0.03	134.61	0.0	0.01	89.36	4.82	5.82	8083851.0	10322121.0	19816070.0	86.21	0.0331414771454748	6.087275577023358	0.2310424	47.0	3.7284004384348366	low_unique_mapping(17.46<50);high_unmapped_short(64.21>40);bias_5p_skew(134.61>2)	FAIL	True	True	True	826762.0	0.0	0.0	9281134.0	9279708.0	28884186.0	21621.0	962644.0	8083851.0	436239.0	526405.0	1.25	112731.0	826762.0	0.2740966589654761	10.322121	18.562065	4.7482619999999995	17.46	134.61
